watchlist_id,watch_type,entity_id,risk_level,action,reason_code,reason_description,status,effective_from,reported_by,reported_source,country,city
wl000309,CARD,5308761238595142,critical,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:05:00,Fraud Team,CRM,India,Hyderabad
wl000310,CARD,4785969691557923,medium,ADD,ACCOUNT_TAKEOVER,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:08:00,Customer Care,CRM,India,Chennai
wl000311,CARD,4415131528547810,high,ADD,SUSPICIOUS_ACTIVITY,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:10:00,Fraud Team,External Feed,India,Pune
wl000312,CARD,5117536170617131,critical,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:15:00,Customer Care,CRM,India,Chennai
wl000313,CARD,5415298217392958,low,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:21:00,Customer Care,CRM,India,Chennai
wl000314,CARD,4174268414593324,critical,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:22:00,SOC,Manual,India,Pune
wl000315,CARD,4748453986289503,high,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:23:00,AML Team,CRM,India,Pune
wl000316,CARD,5508276817225778,critical,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:26:00,AML Team,Manual,India,Delhi
wl000317,CARD,5728975267722335,high,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:27:00,SOC,External Feed,India,Pune
wl000318,CARD,4468750635190368,medium,ADD,ACCOUNT_TAKEOVER,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:28:00,Customer Care,AML,India,Hyderabad
wl000319,CARD,4927589551687403,medium,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:29:00,Fraud Team,Manual,India,Hyderabad
wl000320,CARD,5042271133228898,medium,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:30:00,SOC,External Feed,India,Chennai
wl000321,CARD,4546027341514889,low,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:31:00,Customer Care,Manual,India,Bengaluru
wl000322,CARD,5491357759492993,critical,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:39:00,Customer Care,External Feed,India,Mumbai
wl000323,CARD,5524914168601347,high,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:48:00,Fraud Team,External Feed,India,Bengaluru
wl000324,CARD,5289731791286857,medium,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:53:00,Customer Care,CRM,India,Pune
wl000325,CARD,5078263337389876,medium,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:54:00,SOC,AML,India,Chennai
wl000326,CARD,5281793406527755,medium,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:03:00,Fraud Team,Manual,India,Chennai
wl000327,CARD,4629269335895131,medium,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:05:00,Fraud Team,AML,India,Pune
wl000328,CARD,5877347784858803,high,ADD,SUSPICIOUS_ACTIVITY,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:07:00,Fraud Team,CRM,India,Bengaluru
wl000329,CARD,5832582386870070,high,ADD,LOST_CARD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:08:00,SOC,Manual,India,Hyderabad
wl000330,CARD,4707986617706734,critical,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:09:00,Fraud Team,Manual,India,Chennai
wl000331,CARD,5627365271727227,high,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:10:00,SOC,CRM,India,Delhi
wl000332,CARD,4341678127782215,critical,ADD,TEST_TRANSACTION,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:11:00,Customer Care,External Feed,India,Pune
wl000333,CARD,5407581814124781,critical,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:13:00,AML Team,AML,India,Chennai
wl000334,CARD,5564240082547801,critical,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:15:00,AML Team,CRM,India,Pune
wl000335,CARD,5250583334303115,critical,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:17:00,Fraud Team,CRM,India,Mumbai
wl000336,CARD,4811390438303411,medium,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:21:00,AML Team,CRM,India,Pune
wl000337,CARD,4941559450119298,high,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:22:00,SOC,External Feed,India,Mumbai
wl000338,CARD,4108907140140113,medium,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:25:00,Fraud Team,AML,India,Mumbai
wl000339,CARD,4562137213865898,medium,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:27:00,Customer Care,AML,India,Mumbai
wl000340,CARD,4766608112600309,medium,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:35:00,Customer Care,CRM,India,Delhi
wl000341,CARD,4073033793375635,medium,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:39:00,SOC,CRM,India,Hyderabad
